id,work,date,issue,page,block,text,label,label_grouped
529,siecle,1848_08_07,1,3,Page1_Block8,"troupçsealholiques-romaines, au retour .de,la messe,*.t lea&oldM».dfc- la communion protestante. Les,catholiques,appartenaient au 42  ré* gimept, les protestans au47° de la garde. On en estvenu auveonK, II a fallu faire venir en toute hâte d aut res troupes qui ont séparéjet, combattons. 450 ou 180 hommes du 45° ont été éloignés aujouri  lui de la caserne. Des rassemblemens populaires très nombreux,ont eu lieu hiarjwr les montagnes de Watrrford, tout près de là ville. Les hauteurs étaint . couvertes de inonde. Les officiers de la garnison éprouvaient une - taine anxiété. Les troupes s attendent â chaque instant,à une coli£< siOFi avec le peuple. Cette er,tinte est fondée ,sur l opinion des auto*  rités locales* Beaucoup de constables ont prêté serment :ce sont dit repealers qui.ont voulu amir lemayen de garder leurs armes., Les atfiches.qui promettent 5 0 liv. sterl. pour l arrestation d ® - • Brien, sont presque partout arrachée ou couvertes de boue. Le géné ral Maedonald. ayant acquis la .certitude qu O Brien avait passé la nuit d ^ 29 juillet chez Costigan, sons-garde des forêts de a fait arrêter cet houuue; mais, ni par prière, ni par menace, Bi pat adresse, on n a pu arracher k Costigan aucun renseignement, aacu* aveu.»",guerre,guerre
530,debats,1860_08_16,1,1,P1_TB00021,"M. Bertani est parti pour la Sicile emportant avec lui 1 million 800,000 fr. Il a dû promettre de ne rien tenter contre les Etats romains. » En attendant, les dernières expéditions ont été dirigées non sur la Sicile, mais sur un point quelconque de la Sardaigne, où elles attendront des ordres ultérieurs. » Je puis vous donner aujourd hui l explication de l inaction momentanée de Garibaldi et de son armée : » Notre gouvernement, dont les conseils sont toujours écoutés, s ils ne sont pas toujours suivis, a fait comprendre au général que si l expédition de Sicile a pu être acceptée ou du moins tolérée par l Europe, c est qu elle avait sa raison d être dans  une insurrection qui avait éclaté spontanément dans l île, tandis qu à Naples aucun fait grave ne pouvait motiver une intervention armée.",guerre,guerre
531,siecle,1848_06_03,1,3,Page1_Block17,"— On se rappelle les symptômes d insubordination et de désordre qui avaient éclaté à Poitiers dans le 42 e régiment de  dragons, les 25, 26 et 27 mars dernier. Le ministre de la guerre se crut dans la néces sité de prendre à cet égard une mesure ^isciptjnairé, et, par décision du 8 avril, le capitaine adjulant major Vaillant a été mis en non acti vité pour six mois, par suspension d emploi ; le capitaine Heari a été admis à faire valoir ses droits àla retraite; le capitaineOliveta été mis en non activité *par retrait d emptfti . * j : . Des réclamations ayant été adressées au ministre de la guerre snr une mesure qui atteiguait dans Jeur honneur trois braves officiers, tous trois viennent, par un nouvel arrêté* Cêtre réintégrés dans leurs gra des. MM. Vaillant et Henri ont été réintégrés dans leur régiment. Quant à M. Olivet, sa place étant occupée au 42 dragons; il a été nommé au 8* régiment de la même arme. :",guerre,guerre
532,le_pays,1854_06_25,1,1,PAG_1_TB000083,"Vienne, 23 juin. ï)es lettres de Bucharest, en date du 20, annoncent que tout s y prépare pour la retraite des Russes; on en fixe même la date au 27. Les caisses publiques, les archives, les fonctionnaires, les milices, suivront le mouvement par ordre supérieur La confusion est extrême dans la capitale de la Valachie. Giurgewo est évacué ; on est sans nouvelles de Silistrie; mais on doute plus que jamais ici que le siège puisse être continué, et que les- Russes attendent sur la rive droite du Danube un mouvement offensif d Omer-Pacha. Le général de Hess est nommé commandant en chef des armées de l Est.",guerre,guerre
533,debats,1860_08_16,1,2,P2_TB00020,"On lit dans le Moniteur : « L Empereur a reçu la réponse de S. M. l empereur de toutes les Russies à la notification dti décès de S. A. I. le prince Jérôme Napoléon. • S. M. a également reçu la réponse de S. M. le roi de Bavière à la même notification. » L intérim du ministère des finances, confié pab décret du 4 juillet à M. Fould, ministre d Etat et de la maison de l Empereur, a cessé ; M. Magne a repris ses fonctions. On écrit du camp de Châlons, le 14 août, neuf heures du soir, au Moniteur : «. La grande manœuvre qui devait avoir lieu ce matin a été contremandée à cause du mauvais temps. » Dans la journée, l Empereur, accompagné de S. Exc. le maréchal comte Randon, ministre de la guerre, est allé visiter l installation des deux régimens qui viennent d arriver pour remplacer, dans la division Marulaz, les deux régimens partis pour la Syrie. . t S. M. a parcouru les campemens et les jardins que, par ses ordres et ses soins, chaque corps a établis en arrière de son front. » L Empereur a visité ensuite les élablisseniens de l administration et les ambulances, dont il a pu constater la bonne entente et la bonne tenue. » Dans celte inspection pleine de sollicitude pour le bien-être du soldat, l Empereur a pu se convaincre par ses yeux de l excellent et remarquable état sanitaire des troupes. » Ce soir, grand feu d artifice offert par l armée et retraite aux flambeaux sonnée par les musiques réunies de tous les régimens. » Le Iront de bandière est illuminé de mille feux, et le camp offre un aspect pittoresque et saisissant. Tous les soldats s e sont portés aux alentours du quartier impérial, et célèbrent la Saint-Napoléon aux acclamations répétées de vive l Empereur! vive l lmpiratricel vive le prince impérial! » L Empereur et le prince impérial, de retour du camp de Châlons, sont arrivés hier à Saipt-Cloud. • La ville de Paris célébrait avant-hier, dans un grand dîner, selon l usage, la fête de l Empereur. Les minisires, les grands dignitaires de la maison de l Empereur et de la maison de l lmpératrice, les maréchaux et les amiraux, les présidens des grands corps de l Etat, les chefs de l armée et de la garde nationale, le préfet de police, plusieurs députés de la Seine, les conseillers, de préfecture, les membres du Douveâu csrps municipal, les sous-préfets du département et les maires des chefs-lieux de canton, etc., etc., avaient été invités à cette solennité. La grande galerie des fêtes avait été transformée en salie de banquet. Une seule table, splendidement décorée, en occupait toute la longueur. Au dessert, le préfet de la Seine a porté le toast suivant ; ,« Messieurs, » Au nom du corps municipal de Paris, j ai l honnevr de porter la santé de S. M. l Empereur. » Le corps municipal de Paris s est agrandi, comme la ville même, pour faire face aux devoirs si nom - breux, si considérables, qui résultent pour lui de l extension récente donnée aux limites de sa juri. diction. » Fortifié par l acquisition de nouveaux membres, qui représentent daus son .sein les populations laborieuses de celle banlieue suburbaine, de tout temps fidèle à la cause impériale, il aurait vu s accroître, si c eût été possible, son dévqjiement aussi profond que que respectueux à la personne de l Empereur, sa confiance entière dans la direction patriotique imprimée par S. M. aux affaires du pays, et sa résolution persévérante de seconder, selon ses forces, dans la sphère de son activité, ces conquêtes pacifiques auxquelles la France ouvre encore un vaste champ et qui suffisent, nous le savons, à satisfaire l ambilion de Napoléon 111. « Malgré les grands événement des dernières années, malgré l expédition de Crimée qui a rendu à nos armes tout leur ancien prestige, malgré cette admirable campagne d ltalie où l Empereur s est montré le digue héritier d une épée victorieuse, nous n avons pas cessé un moment d avoir foi dans le programme de l Empire, et nous avons continué courugeusnntnt pendant la guerre les œuvres de la paix. a Aujourd hui que, grâce à l Empereur, le nom de la France est partout puissant et respeclé, nous ne pouvons donc, Messieurs, nous abandonner à de timides appréhensions parce que, sur certains points encore, l horizon est assombri de nuages lointains. n Nous n avons pis oublié que la destinée, la vie propre de notre nation, c est l action incessante ; que là condition de sa grandeur, c est une lutte infatigable, par la diplomatie ou par les armes, pour la cause de la justice et de la civilisation, (t que son honneur c est la protection désintéressée des faibles el dts opprimés. Chez elle l immobilité systématique produit l isolement, et le culte exclusif des intérêts matériels mène non moins fatalement à la décadence, par une pente insensible, mais irrésistible : nous n aurions pas besoin de remonter bien haut dans l histoire pour eu fournir la triste preuve. n Aussi, Messieurs, est-ce d un cœur ferme, plein de reconnaissance pour le passé, de sécurité pour le présent et d espérance pour l avenir, que, dans ce jour de fête, nous faisons hommage de nos vœux au souverain dont la politique extérieure, fière et généreuse, est éminemment française, qui féconde à l inlérieur, par son initiative  puissante, les questions les plus modestes en même temps que les problèmes les plus ardus de l économie publique, et dont les hommes d Etat dos autres nations, au lieu de jalouser la gloire, feraient mieux de suivre les exemples, pour Ta grandeur de leur pays, le bonheur de leurs concitoyens et le bien de l humanité. Vive l Empereur / » Messieurs, » A S. M. l lmpératrice et à S. A. le prince impérial, que nous ne séparons jamais .de l Empereur, dans l expression de nos senlimens de respect, d affeclkm et de dévouement. 11 Vive l lmpératrice ! 11 Vivo le prince impêriall » , ... Ces paroies, plusieurs fois interrompues par de chaleureuses approbations, ont élé suivies d acclamations répétées. Pendant le dîner, un orchestre conduit par M. Pasdeloup, directeur d e la musique de l llôtel-de-Ville, a exécuté plusieurs morceaux. (Moniteur.) Sut la proposition du maréchal ministre de la guerre, 605 militaires, condamnés à diverses peines par des conseils de guerre, ont éprouve les effets de la clémence de l Empereur. 353 d entre eux ont obtenu remise du reslant de leur peine, et ies 232 autres une réduction dans la durée de ieur condamnation. (Moniteur.) A l occasion de la fêle de l Empereur, le ministre de l instruction publique et des cultes a accordé à 210 communes, en instance auprès de sou administration, des secours pour construction, réparations et acquisition de leurs églises ou presbytères, Cette répartition nouvelle porte à 1,265 le nombre des localités qui ont obtenu du ministre de l instruction publique et des cultes, en 1660, des subventions du même genre. - (Idem.) Le Journal de Constantinople du 4 août annonce la mort de M. de Coliett, envoyé extraordinaire et ministre plénipotentiaire du roi de Suède près le Sultan. M. de Collet t à succombé le S août, à la suite d une courte maladie. - On annonce la mort de M. Duméril, doyen du professorat et de l lnstitut de France, l une dès illustrations scientifiques de là France. fjoqs avons parlé il y a quelques jours des prodigalités du conseil municipal de New-York à l occasion du séjour de l ambassade japonaise daus celte ville. L affaire paraît devoir produire plus de scandale que n en fqnl d ordinaire ces sortes de choses aux Etats-Unis. Il ne s agit plus seulement d une gaide-robe complète et de patres de gants innombrables que chacun des membres du comité de réception aurait mises à la charge de la caisse de la ville. Ou lit dans le Courrier des Etats-Unis du 27 juillet ; « II est très fieuveux que les kamis japonais soient eu piéin Océan ; ils ne sauront rien du moins de la spéculation scandaleuse ni des tristes débats dont leur réception à è{ew-yprk est devenue le prétexte. Quelle mortification ,ll ..... ».,ï 1.. 1 ,",guerre,guerre
534,constitutionnel,1845_12_22,1,2,Page1_Block5,"Chekib-Effendi a quitté la montagne, et les derniè res nouvelles du Liban annonçaient son prochain dé part de Syrie: Un seul soin le retenait encore. C était la vente de chevaux arabes qu il a « rassemiués » en grand nombre dans le Libaa pendant le temps de sa mission. Le séraskier Namick-Pacha achève l œuvre du dé sarmement. Presque tous Tes chrétiens ont livré le nombre d armes qu on a exigé d eux. 11 ne s agit plus que d enlever celles que possèdent les Druses, les Grecs et les Musulmans. Cinq mille d entre eux se sont assemblés ddiis le district de Besharrai, qui avoisine Tripoli, et sont en pleine insurrection. Dans les pro vinces de Dhonnied et d Accahi, une population qui comprend dix mille hommes armés, s est également in surgée. Mais l élite des troupes turques a été réunie dans le Liban depuis long-temps pour l exécution des desseins de la Porte. Namick-Pacha s est montré jus qu ici général habile et bien conseillé. Il a pris d ex cellentes positions , et la résistance est impossible, au jourd hui que les Maronites sont réduits à, l impuis sance. Les agens de la Porte ont d abord Jlatté les Druses. Leur union avec les Maronites a rendu le désarme ment très difficile. Aujourd hui que les Druses, dans leur aveugle hainè contre les chrétiens, ont aidé les Turcs à désarmer la plus grande partie de la popula- . tion libanaise, ils vont être victimes à leur tour. Ré duits à leurs seules forces, ils seront bientôt écrasés, et nous apprenons eu effet qu un parti considérable d insurgés vient d être défait dans un premier engage ment.",guerre,guerre
535,debats,1841_08_07,1,2,P2_TB00008,"êotmdérons cette introduction comme pouvant être avantageuse , car la faiblesse du lama ne lui permettant de porter que des fardeaux assez légers, on ne peut songer à l assimiler à nos autres bêtes de somme. Les Péruviens euxmêmes en ont abandonné remploi depuis qu ils ont des chevaux et des mulets. » Un* officier de la garde nationale de Paris vient d écrire à ses chefs pour leur adresser une démission au il motive ainsi : * .  , , % « Depuis 1789 j ai fait, à toutes les époques, partie de la ,» garde nationale. J y ai successivement été- chasseur, ca» poral, sergent, puis sergent-major pendant dix-huit ans, » puis enfin lieutenant en premier, gradé que j occupe en» core dans la 10 8 légion. » Malheureusement une paralysie vient de me frapper le » bras droit; j en ai presque perdu l usage. Cette inflr» mité, jointe à quelques autres, me réduit à l impossible » lité de faire mon service, et je me vois contraint, à mon » très grand regret, de vous envoyer ma démisssion. » » Or savez-vous quel dge a l excellent citoyen qui se croit obligé d alléguer ainsi tous les motifs de sa retraite et den témoigner tous ses regrets? Il a quatre-vingt-quatre ans ! Sa lettre n en parle que par hasard. » La monarchie constitutionnelle de Louis XVÏ, la République, le Directoire, le Consulat, l Empire qui redoutait la garde nationale et qui ne pardonna point à Pouché de l avoir un moment arrachée de l oubli, la Restauration qui la licencia, et la révolution de Juillet qui la prise pour gardienne de sesiCstitutipns, ont vu ce .vieillard constamment fidele au drapeau civique. _ • , » Il v a vingt-neuf ans que, légalement, M. Bertrand de Fonseubej-te,.eest ainsi qu il se nomme, eut dû laisser à d aulros 1 habit et las devoirs de gardé national. Si jamais le patriotisme , le zèle et de longs services ont dû mériter une récompense, nous ne croyons pas qu il en fût de mieux acquise. Elle aurait au moin» l avantage de ne point tirer à conséquence.» , ~ , .",guerre,guerre
536,le_pays,1854_01_10,1,2,PAG_2_TB000090,"? Nous empruntons au Courrier dés Etr¡tj,i , !t.I Unis les détails suivants &ur le massacre d u^t corps d expédition : , «On sait que les Indiens pressés à . 6st par ief pionnier s de l Arkansas, du Texas et du MISSOU, ri; à l ouest, par les a von .-; ostes des mineur: californiens; au nord, par les tribus à moitié ci, v lisées que le gouvernement y a tnl lsportéc1 au sud enfin, par les colons, aventureux ti aventuriers du Nouveau-Mexique, 80 toat accu, lés en arrière des Montagnes-Rocheuses, aiten dant, avec la résignation qui les caractérisa, l ex, traction graduelle de leur race. Mais la spécula, tion et la civilisation n ont pas même voulu leur: laisser la tranquille possession de ces solitudes où ils allaient s ëtëindfe.",guerre,guerre
537,presse,1860_09_25,1,1,Page1_Block28,".... - f>iç }2 : uy-- gitimo etla plus haute représentationget nantir Ja sécurité de la ville sainte, $j |i c^f®st -v le siège, nous serons tous à la hauteuEû ®éfïiie belle mission, et prêts, s il le faut, Sti/aslèfi sacrifîpes pour raccomplir. C est pensée que nous répondrons eh soldàts^K^^T 1 - çais à la volonté de notre empereur; c est ainSf que S. M. nous permet de- ne plus envier à nos frères, aujourd hui en Gochinchine et en Syrie, la gloire de défendre une grande et noble cause, . » Je sais pouvoir compier sur veus : vous sa vez pouvoir compter sur moi. .  » Nos forces sont augmentées pour satisfaire aux besoins de- notre.situalion ; les nouveaux corps, animés d un excellent esprit et-juste ment orgueilleux de leur passé, nous seront d un grand secours. » La-l re brigade, commandée par le général comte de Noiie, comprendra : 1° le 20 e batail lon de chasseurs à pied ; 2° le 7° de ligne ; 3° le 25 e de ligne. . • • » Cet officier général remplira en outre les fonctions de commandant de la place de Rome, et aura sous ses ordres un oflicier supérieur pour remplir les fonctions de major de place.  » La 2 e ! brigade, commandée par le général Ridouel, comprendra : 1°. le 40® de ligne ; à la- 62 e de ligne. - - . -•» Les autres corps desarmes spéciales reste ront sous les ordres directs de leur chef parti culier; et seront,-comme les brigades, sousmon commandement supérieur. • ■ • , » Le général de division commandant la division d occupation en Italie, aide de camp deVempereur, — » Comte de G oyon. » ■ ",guerre,guerre
538,presse,1854_11_05,1,1,Page1_Block31,"beaucoup, au dire des espions et d,es déserteurs, de la privation d eau potable,, par suite de la rupture des canaux qui apportaient l eau dans la place, et qui ont été coupés dans les premiers jçurs de l investisse ment. ...   . » La pensée du général Canrobert s explique facile ment. . To\if d abord, la prise de ,Sébast9pol ,ne termi- nera poini la campagne. Le corps de Mensphikoff doit se grossir   quotidiennement dgs renforts envoyés 4 e la, Bussie, et il faudra livrer une bataille, au -moins,  ■ pour débarrasser la Crimée. » On. ne saurait donc trop - épargner les hommes   pour se trouver en nombre suffisant au jçurde cette lutte. En, second lieu, tous les .rapports affirment que les forts sont minés, la flotte.préparée pour être cou lée au premier signal; on ne s emparera, si la ville ne capitule pas, que,des ruines-de-Sébastopol: A quoi bon expose r la vie de tant de bx aves soldats pour - arriver,à un pareil résultat ? Le mieux est de.laisser rartilierie„continuer et achever seule, son œuvre de ; destruction. _ : i >>.Le Journal de Constantinople, qui n est pas tou jours; bien renseigné, .annonçait dans son dernier nu- méro que M. Lévy, directeur et inspecteur général 4 h ^ervice de santé,.partait avec un nombreux person-, bel de i^édecins, pour la Crimée, .dans le but, d établir ■ un hôpital à Sébastopol. Iiintencjance .militaire a, jee- çu„ au contraire, l avis d être prête à repeyoir .tous .les ( malades et tous les blçssés ,de l expédition. On nelaig* pexa. pas un bâtiment debout ville.  tu» j >,P.armi les nouvelles plus ou.»moins exactes.qui. circulent à Péçà,, je >/ipis vous mentionner ,le bruit d une sortie , des .assiégés.! Un jcprps. de 1,&0O ; hommes, Soutenu par 6 pièces de çano^i, a 4enté de -déteuire   nos .travaux les plus avancés^et dlempêcher l établis sement d une de nos batteries. L6s Eusses ont été re foulés dansia ville aprèa une lutte assez acharhée, à pn juger par le chiffre de 600 hommes qu ils auraient baissés sur ia^lace. ; » Il a été question, avantrhier, d une sommation faite au gouverneur de /Sébastopol par le général Canrobert. Le gouverneur a xefusé de livrer la ville et déclaré qu il ferait tout sauter s il avait le de»- pons. En-réponge,. le général Canrobert ; lutaurait> Jait savoir qu il ne ferait aucun quartier à  la garnison B il osait commettre un pareil acte de barbarie. » On parle aussi d un des principaux, forts enlevé à la baïonnette par le général Canrobert en personne. En dehors de ce que ce fait a d improbable, j ai pres que dit d impossible, quand on se rend compte de la disposition des lieux et de l état des travaux à la da te assignée pour ce coup de majr, il n est pas croya ble qu un général en chef se laisse entraîner à con duire lui-même une pareille opération. D ailleurs, ce bruit nous vient de la flotte; j ai vu une lettre du commandant du -Christophe-Colomb, qui l énumère au milieu d autres rumeurs tout aussi hasardées, sans en affirmer l  exaGtitude. » La môme lettre parle d un grand incendie qui s est déclaré dans la ville ; ce fait a été confirmé de puis par>nn vapeur anglais, le Sultan , arrivé hier  à Constantinople. Ce bâtiment rapporte en outre que le 17 au soir l artillerie avait pratiqué une brèche de 60 yards dans le mur d enceinte. Nos marins, réduits à l inactivité, suivent avec une fiévreuse anxiété les progrès du bombardement, et accueillent à leur bord, ! sans pouvoir les vérifier, tous les bruits qui circulent sur la plage. » Un dès bâtimens à vapeur de la flotte, le Roland, a trouvé cependant l occasion de faire un coup hardi, Idigne du riom.qu il porte. Chargé de conduire au fond du port de la Quarantaine deux chaloupes-bombardes, il a bravement passé à  toute vapeur sous le feu de 28 pièces quigarnissent labaiide occidentale du.fort pla cé à l entréede cette petite rade; Il a eti lebonheur de franchir ce passage difficile sans éprouve? d avaries sérieuses. Mv de -La Eancière seîou j hauteméairde  son équipag£ .et: da ses artilleurs qui .ont riposté avec un sang-froid merveilleux^ Le I^ofynd est établi a,u fond du port, tout près de l extrême gauche de. l armée française; lçs. : batteriea,du, fqrt de,ia Quftïan.taine. ! ne:. portent point dans cette direction. •« •< - -»-Le nord deia.ville.est soigneusement couvert par le général Bosquet, ;qui a sousnses.ordres, outre 4est .quatre divisions, française, etianglaiseidonfcjâivoais ai",guerre,guerre
539,le_pays,1854_07_05,1,2,PAG_2_TB000064,"Soldats, j ai appris, ce matin, le crime de haute trahison commis par le.général Dulce, auquel j avais daigné confier la direction de la cavalerie et avec elle l honneur de son drapeau. Avec lui, d autres généraux ont levé l étendard de la rébellion :,vous les connaissez; ce sont ceux que j ai comblés de distinctions et de faveurs, et vous les connaîtrez encore mieux, aujourd hui, par l indignité de leur conduite. Ils cherchent à attenter contre ma personne, contre mon trône et celui de mon auguste fille, manquant à leurs serments et foulant aux pieds les lois les plus sacrées. Je le sais, et je viens, pour cela, en toute hâte, parcourir vos rangs fidèles, comme le sont tous ceux de l armée qui se rappellent mon enfance j apprécierai mieux ainsi vos services et j assisterai  de plus près à votre triomphe.",guerre,guerre
540,presse,1860_11_07,1,1,Page1_Block12,"NOUVELLES D ITALIE. , On nous écrit de Turin, le 5 noyeinbre : « Notre eapitale a célébré hier soir, par une superbe illuminalion, toutes les bonnes nou velles qui ne cessent de nous arriver depuis vingt-quatre heures : victoires au-delà du Ga- rignario, prise de Mola di Gaëta, succès des Elébiscites de Naples, des Marches, de l Om- riè. A Milan, l enthousiasme, toujours plusjex- pansif qu à Turin, a provoqué aussi des mani festations éclatantes. Les noms .de Venise et de Renie capitale brillaient çà et là. La munici palité  elle-même avait invité la population à célébrer à la porte de Venise l unité italienne complète. » Les têtes sont très exaltées par le succès. On espère après le printemps prochain comme devant amener des événements favorables à la Vénétie. Les journaux deviennent fiers et bel liqueux, au point que le feuilletonniste de l O— pinione , organe sami-officiel, parle déjà d aller l aire carnavalàVenise. . » L opposition française au blocus de Gaëte ne me paraît pas produire un mécontentement sérieux sur le gouvernement. Je ne suis pas éloigné de croire qu il y a adhésion du -Pié mont relativement à cette défense; seulement, l adhésion a lieu dans cette mesure-ci, que l on espère que les succès de terre et l impos sibilité de la défense prolongée engageront le roiet sa famille à s embarquer très prompte- mènt. Mais si la résistance se prolongeait, et que. l attaqué par mer devînt visiblement né cessaire, je puis vous assurer que .l on espère que la France n insisterait pas. Le Piémont ne aemande pas mieux que d arriver au but par lès seules forces terrestres; il y a :dono, à cet égard, jusqu à un certain point, entente entre Turin et Paris. La flotte française agit surtout pour proléger la retrait© forcée, inévitable, de François II et des siens ; le ministère piémon- tais Tiie semble avoir la persuasion qu elle n in- terv, pour sa résistance. » La pressettalienne n est pas réellement ef frayée de l opposition de la France au blocus. « Si François II, dit VOpinione de cs .œa- » tin, voulait continuer une résistance gé- » néralement condamnée, nous sommes pér is sùadés que notre flotte accomplirait son de svoir sans rencontrer d ebstacles de la part » des puissances extérieures. La flotte étfan- » gère qui voudrait s y opposer commsttrait » un ac.te d intervention que ne pourraient jus- » tifler même les droits que la France a acquis » à la reconnaissance ,dé l Italie. » » Ailleurs, l Opiniorie, rassurant le public sur la nature-de l opposition française, opposi tion momentanée, dit : «Aucune puissance ne » voudrait à présent donner à un gouvejgne- » ment qui représenta 22 millions d habitants » des conseils .qui pourraient offenser son a- ï mour-propra. » ■ . » Ces paroles confirment mon interprétation de là nature de l opposition de la France an blocus de Gaëte. Cette circonstance, toute gra ve qu elle soit momentanément, n est pas con sidérée, je vous le répète, comme d une im portance majeure. » - Pour extrait : j. mahias.",guerre,guerre
541,le_pays,1853_01_18,1,2,PAG_2_TB000038,"Cette nouvelle araire fut déterminée par la pression que les Kabyles de la confédération exerçaient sur une tribu qui avait demandé ,à se soumettre. Le colonel leur a-vait donné vingt-quatre heures pour faire cette soumission, mais ce délai expiré ils vinrent annoncer que Si-Djoudi les tenait en échec, les menaçant de les exterminer, s ils ne nous recevaient pas, à coups de fusil. Le colonel tint conseil avec ses officiers leur montra le danger qu il y aurait à battre en retraite devant un ennemi aussi nombreux, et il n eut pas de peine à faire partager son opinion qui était de.frapper un coup terrible capable d étonner par l audace, si téméraire qu elle pût être.",guerre,guerre
542,presse,1854_11_04,1,1,Page1_Block19,"Les pièces suivantes sont empruntées à YInva lide russe : Relation de l a(faire:d Alma, du 8 (20 ) septembre. « Le 8 (20) septembre; le prince Menschikoff occu pait une position sur la rive gauche de l Aima avec 42 bataillons, 16 escadrons et 81 pièces (1). Le centre de l ordre de bataille était formé sur le bord de là berge escarpée de la rivière, vis-à-vis du village de Bourliouk, et l aile gauche sur une hauteur à envi ron 2 verstes de la mer; l aile   droite formait là; p^rtiè la plus faible de la position / En avant de la iighë dè bataille, sur la rive droite de là rivière, lè village dé Bourliouk et les vignobles les plus voisins étaient oc cupés par des tirailleurs. . r -» En réserve, derrière le centre,  étaieiit postés trois régimens d infanterie (dé-Voihyniè, de Minsk et de Moscou), avec 2 batteriés légères à pied;  sur leur droite, les deux régimens de hussards avec 2 batte ries à cheval, et derrière l aile droite, le régiment de chasseurs d Ouglitch. Un bataillon dè la réserve [du régiment de Minsk) avait été détaché pbur occuper le village d Ouloukoul, en-arrière du flâne gauche de la position, tout près du rivage de la mer. v A midi, les ennemis se portèrent sur l Aima et attaquèrent résolument notre position. Leur aile droite était formée par les Français et leur aile gau- (bhe par les Anglais (2). Les uns et les autres s avan cèrent avec -précision, en lignes déployées, sous la protection d une chaîne épaisse de tirailleurs armés de carabines. Nos tirailleurs reçurent l ennemi par un feu bien dirigé, et en peu d instans une vive fusil lade s engagea sur toute la ligne de bataille. > » Dès le commencement du combat, les nombreux tirailleurs ennemis, armés de carabines à balles co niques, firent de grands ravages dais nos rangs. U* grand nombre de commàndans tombèrent les pre miers, victimes de cette armé meurtrière, et cette circonstance exerça nécessairement une grande in fluence sur la marche ultérieure du combat. ; d Après avoir occupé les vignobles de la rive droite de l Aima, les bataillons ennemis se formèrent tn co lonnes, passèrent la rivière, et se déployèrerit de nou veau en ligne de l autre côté, malgré le feu constant (1) Infanterie : 8 bataillons et 16 pièces dé la 14» divi sion d infanterie, 16 bataillons et 36 piéces de là lé« ! divi sion, 12 bataillons et 24 pièces de la 17 e division, 4 batail lons de là brigade de.réserve de la 13« division, le & ba taillon dè tirailleurs, le 6 e bataillon combiné de sapeurs et de înarins ; cavalerie : la brigade. (hussards) : de là 6® division de cavalerie légère, avec la batterie légère n« 12 d artillerie èucheval et la batterie n® 4 d artillerie du Don., . ■ (2) Les Turcs restèrent en réserve, derrière les troupes françaises. s",guerre,guerre
543,debats,1860_09_28,1,1,P1_TB00027,"On écrit de Naples, le 22 septembre : « Nous attendons tous avec anxiété des nouvelles de Capoue. Des opérations d une très grande importance devaient être tentées dans la journée d hier par Garibaldi. Des réquisitions ont été faites pour envoyer un grand nombre de charrettes et de voitures sur la route de Capoue. Le dictateur est rentré avant-hier dans la capitale à une heure de l après-midi. Au milieu de la journée 11 était hier encore au palais d Angri. » Midi. » Augusta aurait, dit-on, capitulé. Rien encore de certain sur Capoue. Les froupes royales tiennent bon. La journée sera, assure-t-on, décisive. La forteresse de Baïa, commandée par le major Livrea, a 200 hommes de garnison, artilleurs et vétérans. C est là que se trouve le dépôt général des poudres du royaume. Deux barques à voiles ont été aperçues dernièrement se dirigeant vers Baïa, où elles auraient fait un approvisionnement de munitions pour les besoins de Caëte. Garibaldi a tenté inutilement de gagner le commandant de Baïa, qui est resté fidèle à François 11. e. uoniface. « (Constitutionnel.)",guerre,guerre
544,le_pays,1856_08_22,1,1,PAG_1_TB000031,"Les journaux allemands ne s accordent pas sur les ) }tifs de l inspection que le général de Berg vient de ,., re   des côtes-ouest de la Finlande. Les uns président qu il ne s agit que de la réorganisation de la ^ tte et de l armée russe de la Baltique sur de vastes , !oportions, et de la construction d une flottille imrtante pour les mers orientales de la Sibérie. Les tres assurent que la Russie a l intention de fortifier < ,lsko et de le transformer en un second Sweaborg. y aurait alors dans la Baltique, à titre de grands  14 . tblisseinents russes, Cronstadt, Sweaborg et Kasko.",guerre,guerre
545,siecle,1843_03_17,1,2,Page1_Block6,"- - - • 1 -- Orient. Le paquebot français ne devant efiectuer que deux départs en février, c est par le steamer anglais la Locust que nous parviennent les nouvel les de Constantinople du l ar et2 mars. Ces nouvelles.ont assei d impor tance pour que la frégate à vapeur l Hécate soi| jpartie^ le 7 de Malte afin de les porter à Londres. , • Il s agit, assUre-t-on, . de la reprise des hostilités entré la Turquie et la Perse et d une rupture presque ouverte entre laf Porté et le gouverne ment russe à propos des affaires de Servie. On dit même qu à Belgrade   une conspiration dans laquelle des agens fusses sont impliqués a été ré- .cemment découverte, * . , Nous apprenons aujourd hui par voie d Allemagne que le divan a pro-",guerre,guerre
